id,dep,nom_simple,nom,nom_espace,nom_reel,long,lat
23663,60,hemevillers,HEMEVILLERS,hemevillers,Hémévillers,2.66667,49.4667
23664,60,mello,MELLO,mello,Mello,2.36667,49.2667
23665,60,machemont,MACHEMONT,machemont,Machemont,2.86667,49.5
23666,60,ivry-le-temple,IVRY-LE-TEMPLE,ivry le temple,Ivry-le-Temple,2.03333,49.2333
23667,60,noailles-60,NOAILLES,noailles,Noailles,2.2,49.3333
23668,60,coye-la-foret,COYE-LA-FORET,coye la foret,Coye-la-Forêt,2.46667,49.15
23669,60,saint-leger-en-bray,SAINT-LEGER-EN-BRAY,saint leger en bray,Saint-Léger-en-Bray,2.01667,49.4
23670,60,cuignieres,CUIGNIERES,cuignieres,Cuignières,2.46667,49.4667
23671,60,neuville-roy,LA NEUVILLE-ROY,la neuville roy,La Neuville-Roy,2.58333,49.4833
23672,60,longueil-annel,LONGUEIL-ANNEL,longueil annel,Longueil-Annel,2.86667,49.4667
23673,60,neuville-saint-pierre,LA NEUVILLE-SAINT-PIERRE,la neuville saint pierre,La Neuville-Saint-Pierre,2.2,49.5333
23674,60,montagny-sainte-felicite,MONTAGNY-SAINTE-FELICITE,montagny sainte felicite,Montagny-Sainte-Félicité,2.73834,49.1303
23675,60,remy-60,REMY,remy,Remy,2.71667,49.4333
23676,60,noyon,NOYON,noyon,Noyon,3,49.5833
23677,60,jaulzy,JAULZY,jaulzy,Jaulzy,3.05,49.3833
23678,60,salency,SALENCY,salency,Salency,3.05,49.5833
23679,60,fouquenies,FOUQUENIES,fouquenies,Fouquenies,2.05,49.4667
23680,60,saint-crepin-ibouvillers,SAINT-CREPIN-IBOUVILLERS,saint crepin ibouvillers,Saint-Crépin-Ibouvillers,2.06667,49.2667
23681,60,saint-martin-longueau,SAINT-MARTIN-LONGUEAU,saint martin longueau,Saint-Martin-Longueau,2.6,49.35
23682,60,golancourt,GOLANCOURT,golancourt,Golancourt,3.06667,49.7
23683,60,noroy,NOROY,noroy,Noroy,2.5,49.45
23684,60,fontenay-torcy,FONTENAY-TORCY,fontenay torcy,Fontenay-Torcy,1.76667,49.5667
23685,60,mont-saint-adrien,LE MONT-SAINT-ADRIEN,le mont saint adrien,Le Mont-Saint-Adrien,2,49.45
23686,60,nampcel,NAMPCEL,nampcel,Nampcel,3.1,49.4833
23687,60,saint-aubin-sous-erquery,SAINT-AUBIN-SOUS-ERQUERY,saint aubin sous erquery,Saint-Aubin-sous-Erquery,2.48333,49.4167
23688,60,rochy-conde,ROCHY-CONDE,rochy conde,Rochy-Condé,2.18333,49.4167
23689,60,deluge,LE DELUGE,le deluge,Le Déluge,2.11667,49.3
23690,60,baron-60,BARON,baron,Baron,2.73333,49.1667
23691,60,bury,BURY,bury,Bury,2.35,49.3167
23692,60,saint-paul-60,SAINT-PAUL,saint paul,Saint-Paul,2,49.4333
23693,60,cuvilly,CUVILLY,cuvilly,Cuvilly,2.7,49.55
23694,60,monceaux-60,MONCEAUX,monceaux,Monceaux,2.55,49.3167
23695,60,villers-saint-sepulcre,VILLERS-SAINT-SEPULCRE,villers saint sepulcre,Villers-Saint-Sépulcre,2.21667,49.3833
23696,60,marais,AUX MARAIS,aux marais,Marais,2.05,49.4333
23697,60,mery-la-bataille,MERY-LA-BATAILLE,mery la bataille,Méry-la-Bataille,2.63333,49.55
23698,60,chambors,CHAMBORS,chambors,Chambors,1.81667,49.2667
23699,60,offoy-60,OFFOY,offoy,Offoy,2.0375,49.6964
23700,60,neuville-d-aumont,LA NEUVILLE-D'AUMONT,la neuville d aumont,La Neuville-d'Aumont,2.1,49.3167
23701,60,ons-en-bray,ONS-EN-BRAY,ons en bray,Ons-en-Bray,1.91667,49.4167
23702,60,rouvillers,ROUVILLERS,rouvillers,Rouvillers,2.6,49.45
23703,60,sarnois,SARNOIS,sarnois,Sarnois,1.9,49.6833
23704,60,russy-bemont,RUSSY-BEMONT,russy bemont,Russy-Bémont,2.96667,49.25
23705,60,cinqueux,CINQUEUX,cinqueux,Cinqueux,2.51667,49.3167
23706,60,freniches,FRENICHES,freniches,Fréniches,3,49.6667
23707,60,nery,NERY,nery,Néry,2.78333,49.2833
23708,60,montiers,MONTIERS,montiers,Montiers,2.58333,49.5
23709,60,ognolles,OGNOLLES,ognolles,Ognolles,2.9,49.6833
23710,60,mesnil-saint-firmin,LE MESNIL-SAINT-FIRMIN,le mesnil saint firmin,Le Mesnil-Saint-Firmin,2.41667,49.6333
23711,60,lattainville,LATTAINVILLE,lattainville,Lattainville,1.81667,49.25
23712,60,lannoy-cuillere,LANNOY-CUILLERE,lannoy cuillere,Lannoy-Cuillère,1.75,49.7
23713,60,meux-60,LE MEUX,le meux,Le Meux,2.73333,49.3667
23714,60,rocquencourt-60,ROCQUENCOURT,rocquencourt,Rocquencourt,2.41667,49.65
23715,60,creil,CREIL,creil,Creil,2.48333,49.2667
23716,60,sainte-genevieve-60,SAINTE-GENEVIEVE,sainte genevieve,Sainte-Geneviève,2.2,49.2833
23717,60,savignies,SAVIGNIES,savignies,Savignies,1.96667,49.4667
23718,60,saulchoy-60,LE SAULCHOY,le saulchoy,Le Saulchoy,2.14,49.6337
23719,60,moyenneville-60,MOYENNEVILLE,moyenneville,Moyenneville,2.63639,49.4906
23720,60,avilly-saint-leonard,AVILLY-SAINT-LEONARD,avilly saint leonard,Avilly-Saint-Léonard,2.53333,49.2
23721,60,espaubourg,ESPAUBOURG,espaubourg,Espaubourg,1.86667,49.4333
23722,60,thibivillers,THIBIVILLERS,thibivillers,Thibivillers,1.9,49.3
23723,60,candor,CANDOR,candor,Candor,2.88333,49.6167
23724,60,crepy-en-valois,CREPY-EN-VALOIS,crepy en valois,Crépy-en-Valois,2.9,49.2333
23725,60,boutavent,BOUTAVENT,boutavent,Boutavent,1.75639,49.6434
23726,60,beaudeduit,BEAUDEDUIT,beaudeduit,Beaudéduit,2.06667,49.6833
23727,60,pierrefonds,PIERREFONDS,pierrefonds,Pierrefonds,2.98333,49.35
23728,60,bitry-60,BITRY,bitry,Bitry,3.08333,49.4167
23729,60,loconville,LOCONVILLE,loconville,Loconville,1.91667,49.2667
23730,60,acy-en-multien,ACY-EN-MULTIEN,acy en multien,Acy-en-Multien,2.96667,49.1
23731,60,gondreville-60,GONDREVILLE,gondreville,Gondreville,2.95,49.2167
23732,60,aumont-en-halatte,AUMONT-EN-HALATTE,aumont en halatte,Aumont-en-Halatte,2.55195,49.2292
23733,60,gouvieux,GOUVIEUX,gouvieux,Gouvieux,2.41667,49.1833
23734,60,armancourt-60,ARMANCOURT,armancourt,Armancourt,2.76667,49.3833
23735,60,lachapelle-aux-pots,LACHAPELLE-AUX-POTS,lachapelle aux pots,Lachapelle-aux-Pots,1.9,49.4667
23736,60,guiscard,GUISCARD,guiscard,Guiscard,3.05,49.65
23737,60,marolles-60,MAROLLES,marolles,Marolles,3.1,49.1667
23738,60,ermenonville,ERMENONVILLE,ermenonville,Ermenonville,2.7,49.1333
23739,60,mesnil-theribus,LE MESNIL-THERIBUS,le mesnil theribus,Le Mesnil-Théribus,1.98333,49.3
23740,60,villers-sous-saint-leu,VILLERS-SOUS-SAINT-LEU,villers sous saint leu,Villers-sous-Saint-Leu,2.4,49.2167
23741,60,pont-sainte-maxence,PONT-SAINTE-MAXENCE,pont sainte maxence,Pont-Sainte-Maxence,2.6,49.3
23742,60,lalande-en-son,LALANDE-EN-SON,lalande en son,Lalande-en-Son,1.78333,49.3833
23743,60,auger-saint-vincent,AUGER-SAINT-VINCENT,auger saint vincent,Auger-Saint-Vincent,2.8,49.2167
23744,60,villeselve,VILLESELVE,villeselve,Villeselve,3.11667,49.6833
23745,60,trumilly,TRUMILLY,trumilly,Trumilly,2.8,49.25
23746,60,vaudancourt,VAUDANCOURT,vaudancourt,Vaudancourt,1.76667,49.2333
23747,60,monceaux-l-abbaye,MONCEAUX-L'ABBAYE,monceaux l abbaye,Monceaux-l'Abbaye,1.78333,49.65
23748,60,bulles,BULLES,bulles,Bulles,2.33333,49.4667
23749,60,raray,RARAY,raray,Raray,2.71667,49.2667
23750,60,enencourt-le-sec,ENENCOURT-LE-SEC,enencourt le sec,Énencourt-le-Sec,1.93333,49.3
23751,60,coudray-saint-germer,LE COUDRAY-SAINT-GERMER,le coudray saint germer,Le Coudray-Saint-Germer,1.83333,49.4167
23752,60,venette,VENETTE,venette,Venette,2.8,49.4167
23753,60,pimprez,PIMPREZ,pimprez,Pimprez,2.95,49.5167
23754,60,cambronne-les-clermont,CAMBRONNE-LES-CLERMONT,cambronne les clermont,Cambronne-lès-Clermont,2.4,49.3333
23755,60,beaugies-sous-bois,BEAUGIES-SOUS-BOIS,beaugies sous bois,Beaugies-sous-Bois,3.1,49.6333
23756,60,appilly,APPILLY,appilly,Appilly,3.11667,49.5833
23757,60,cramoisy,CRAMOISY,cramoisy,Cramoisy,2.4,49.25
23758,60,berneuil-sur-aisne,BERNEUIL-SUR-AISNE,berneuil sur aisne,Berneuil-sur-Aisne,3.01667,49.4167
23759,60,monneville,MONNEVILLE,monneville,Monneville,1.98333,49.2167
23760,60,froissy,FROISSY,froissy,Froissy,2.21667,49.5667
23761,60,pierrefitte-en-beauvaisis,PIERREFITTE-EN-BEAUVAISIS,pierrefitte en beauvaisis,Pierrefitte-en-Beauvaisis,1.98083,49.4753
23762,60,fouilloy-60,FOUILLOY,fouilloy,Fouilloy,1.82667,49.7331
23763,60,boran-sur-oise,BORAN-SUR-OISE,boran sur oise,Boran-sur-Oise,2.35,49.1667
23764,60,ully-saint-georges,ULLY-SAINT-GEORGES,ully saint georges,Ully-Saint-Georges,2.28333,49.2833
23765,60,bregy,BREGY,bregy,Brégy,2.86667,49.0833
23766,60,nanteuil-le-haudouin,NANTEUIL-LE-HAUDOUIN,nanteuil le haudouin,Nanteuil-le-Haudouin,2.8,49.1333
23767,60,campagne-60,CAMPAGNE,campagne,Campagne,2.96139,49.6462
23768,60,escames,ESCAMES,escames,Escames,1.8,49.55
23769,60,pronleroy,PRONLEROY,pronleroy,Pronleroy,2.55,49.4667
23770,60,carlepont,CARLEPONT,carlepont,Carlepont,3.01667,49.5167
23771,60,lierville,LIERVILLE,lierville,Lierville,1.88333,49.1833
23772,60,boissy-le-bois,BOISSY-LE-BOIS,boissy le bois,Boissy-le-Bois,1.95,49.2833
23773,60,monchy-saint-eloi,MONCHY-SAINT-ELOI,monchy saint eloi,Monchy-Saint-Éloi,2.46667,49.3
23774,60,couloisy,COULOISY,couloisy,Couloisy,3.03333,49.4
23775,60,andeville,ANDEVILLE,andeville,Andeville,2.16667,49.25
23776,60,rouvroy-les-merles,ROUVROY-LES-MERLES,rouvroy les merles,Rouvroy-les-Merles,2.35,49.65
23777,60,caisnes,CAISNES,caisnes,Caisnes,3.06667,49.5167
23778,60,montmacq,MONTMACQ,montmacq,Montmacq,2.9,49.4833
23779,60,novillers,NOVILLERS,novillers,Novillers,2.21445,49.2714
23780,60,montlognon,MONTLOGNON,montlognon,Montlognon,2.68333,49.1667
23781,60,plailly,PLAILLY,plailly,Plailly,2.58333,49.1
23782,60,fresnieres,FRESNIERES,fresnieres,Fresnières,2.81667,49.6167
23783,60,grandvillers-aux-bois,GRANDVILLERS-AUX-BOIS,grandvillers aux bois,Grandvillers-aux-Bois,2.6,49.45
23784,60,angivillers,ANGIVILLERS,angivillers,Angivillers,2.5,49.5
23785,60,neuilly-en-thelle,NEUILLY-EN-THELLE,neuilly en thelle,Neuilly-en-Thelle,2.28333,49.2167
23786,60,feigneux,FEIGNEUX,feigneux,Feigneux,2.93333,49.2667
23787,60,crisolles,CRISOLLES,crisolles,Crisolles,3.01667,49.6167
23788,60,ecuvilly,ECUVILLY,ecuvilly,Écuvilly,2.91667,49.6333
23789,60,fontaine-saint-lucien,FONTAINE-SAINT-LUCIEN,fontaine saint lucien,Fontaine-Saint-Lucien,2.13333,49.5
23790,60,quesmy,QUESMY,quesmy,Quesmy,3.05,49.6167
23791,60,saint-leu-d-esserent,SAINT-LEU-D'ESSERENT,saint leu d esserent,Saint-Leu-d'Esserent,2.41667,49.2167
23792,60,saint-deniscourt,SAINT-DENISCOURT,saint deniscourt,Saint-Deniscourt,1.86667,49.6
23793,60,valescourt,VALESCOURT,valescourt,Valescourt,2.43333,49.4833
23794,60,mondescourt,MONDESCOURT,mondescourt,Mondescourt,3.11667,49.5833
23795,60,arsy,ARSY,arsy,Arsy,2.68333,49.4
23796,60,montepilloy,MONTEPILLOY,montepilloy,Montépilloy,2.7,49.2167
23797,60,senantes-60,SENANTES,senantes,Senantes,1.83333,49.5
23798,60,puits-la-vallee,PUITS-LA-VALLEE,puits la vallee,Puits-la-Vallée,2.2,49.5833
23799,60,fontaine-chaalis,FONTAINE-CHAALIS,fontaine chaalis,Fontaine-Chaalis,2.68333,49.1667
23800,60,hodenc-en-bray,HODENC-EN-BRAY,hodenc en bray,Hodenc-en-Bray,1.9,49.4833
23801,60,saint-sulpice-60,SAINT-SULPICE,saint sulpice,Saint-Sulpice,2.11667,49.3667
23802,60,barbery-60,BARBERY,barbery,Barbery,2.66667,49.2167
23803,60,autreches,AUTRECHES,autreches,Autrêches,3.11667,49.45
23804,60,remerangles,REMERANGLES,remerangles,Rémérangles,2.28333,49.45
23805,60,lacroix-saint-ouen,LACROIX-SAINT-OUEN,lacroix saint ouen,Lacroix-Saint-Ouen,2.78333,49.35
23806,60,ognon,OGNON,ognon,Ognon,2.65,49.2333
23807,60,saint-arnoult-60,SAINT-ARNOULT,saint arnoult,Saint-Arnoult,1.81667,49.6333
23808,60,verderonne,VERDERONNE,verderonne,Verderonne,2.5,49.3333
23809,60,jamericourt,JAMERICOURT,jamericourt,Jaméricourt,1.88333,49.3
23810,60,libermont,LIBERMONT,libermont,Libermont,2.96667,49.7
23811,60,sermaize,SERMAIZE,sermaize,Sermaize,2.95,49.6167
23812,60,precy-sur-oise,PRECY-SUR-OISE,precy sur oise,Précy-sur-Oise,2.36667,49.2
23813,60,etouy,ETOUY,etouy,Étouy,2.36667,49.4333
23814,60,hautefontaine,HAUTEFONTAINE,hautefontaine,Hautefontaine,3.06667,49.3667
23815,60,dieudonne,DIEUDONNE,dieudonne,Dieudonné,2.25,49.2333
23816,60,crocq-60,LE CROCQ,le crocq,Le Crocq,2.18333,49.6167
23817,60,fay-les-etangs,FAY-LES-ETANGS,fay les etangs,Fay-les-Étangs,1.95,49.25
23818,60,coivrel,COIVREL,coivrel,Coivrel,2.55,49.55
23819,60,chavencon,CHAVENCON,chavencon,Chavençon,2,49.1833
23820,60,tille,TILLE,tille,Tillé,2.11667,49.4667
23821,60,verberie,VERBERIE,verberie,Verberie,2.73333,49.3167
23822,60,montgerain,MONTGERAIN,montgerain,Montgérain,2.58333,49.5333
23823,60,rhuis,RHUIS,rhuis,Rhuis,2.7,49.3
23824,60,catenoy,CATENOY,catenoy,Catenoy,2.5,49.3833
23825,60,berthecourt,BERTHECOURT,berthecourt,Berthecourt,2.23333,49.3667
23826,60,bonnieres-60,BONNIERES,bonnieres,Bonnières,1.96667,49.5167
23827,60,morlincourt,MORLINCOURT,morlincourt,Morlincourt,3.05,49.5667
23828,60,maimbeville,MAIMBEVILLE,maimbeville,Maimbeville,2.51667,49.4167
23829,60,breuil-le-vert,BREUIL-LE-VERT,breuil le vert,Breuil-le-Vert,2.43333,49.3667
23830,60,brunvillers-la-motte,BRUNVILLERS-LA-MOTTE,brunvillers la motte,Brunvillers-la-Motte,2.45,49.55
23831,60,heilles,HEILLES,heilles,Heilles,2.26667,49.35
23832,60,fresnoy-le-luat,FRESNOY-LE-LUAT,fresnoy le luat,Fresnoy-le-Luat,2.76667,49.2167
23833,60,beauvoir-60,BEAUVOIR,beauvoir,Beauvoir,2.33333,49.6
23834,60,guignecourt,GUIGNECOURT,guignecourt,Guignecourt,2.11667,49.4833
23835,60,vez,VEZ,vez,Vez,3,49.2667
23836,60,bazicourt,BAZICOURT,bazicourt,Bazicourt,2.61667,49.35
23837,60,glaignes,GLAIGNES,glaignes,Glaignes,2.85,49.2667
23838,60,giraumont-60,GIRAUMONT,giraumont,Giraumont,2.81667,49.4667
23839,60,ercuis,ERCUIS,ercuis,Ercuis,2.3,49.2333
23840,60,jonquieres-60,JONQUIERES,jonquieres,Jonquières,2.73333,49.4
23841,60,chapelle-en-serval,LA CHAPELLE-EN-SERVAL,la chapelle en serval,La Chapelle-en-Serval,2.53333,49.1333
23842,60,wacquemoulin,WACQUEMOULIN,wacquemoulin,Wacquemoulin,2.61667,49.5
23843,60,reilly,REILLY,reilly,Reilly,1.85,49.25
23844,60,rethondes,RETHONDES,rethondes,Rethondes,2.95,49.4167
23845,60,gaudechart,GAUDECHART,gaudechart,Gaudechart,1.95,49.6
23846,60,muidorge,MUIDORGE,muidorge,Muidorge,2.13333,49.5333
23847,60,solente,SOLENTE,solente,Solente,2.88333,49.7
23848,60,gury,GURY,gury,Gury,2.81667,49.5667
23849,60,margny-sur-matz,MARGNY-SUR-MATZ,margny sur matz,Margny-sur-Matz,2.78333,49.5167
23850,60,rothois,ROTHOIS,rothois,Rothois,2,49.6
23851,60,parnes,PARNES,parnes,Parnes,1.73333,49.2
23852,60,flavacourt,FLAVACOURT,flavacourt,Flavacourt,1.81667,49.35
23853,60,borest,BOREST,borest,Borest,2.66667,49.1833
23854,60,vauchelles,VAUCHELLES,vauchelles,Vauchelles,2.96667,49.5833
23855,60,choisy-au-bac,CHOISY-AU-BAC,choisy au bac,Choisy-au-Bac,2.88333,49.4333
23856,60,plessis-de-roye,PLESSIS-DE-ROYE,plessis de roye,Plessis-de-Roye,2.83333,49.5833
23857,60,baugy-60,BAUGY,baugy,Baugy,2.75,49.4667
23858,60,elencourt,ELENCOURT,elencourt,Élencourt,1.9,49.6833
23859,60,villers-vermont,VILLERS-VERMONT,villers vermont,Villers-Vermont,1.75,49.5833
23860,60,mesnil-conteville,LE MESNIL-CONTEVILLE,le mesnil conteville,Le Mesnil-Conteville,2.06667,49.6667
23861,60,rosieres-60,ROSIERES,rosieres,Rosières,2.78333,49.1833
23862,60,roye-sur-matz,ROYE-SUR-MATZ,roye sur matz,Roye-sur-Matz,2.78333,49.5833
23863,60,bouvresse,BOUVRESSE,bouvresse,Bouvresse,1.75,49.65
23864,60,noyers-saint-martin,NOYERS-SAINT-MARTIN,noyers saint martin,Noyers-Saint-Martin,2.26667,49.55
23865,60,genvry,GENVRY,genvry,Genvry,2.98333,49.6
23866,60,lassigny,LASSIGNY,lassigny,Lassigny,2.85,49.5833
23867,60,cempuis,CEMPUIS,cempuis,Cempuis,1.98333,49.65
23868,60,haute-epine,HAUTE-EPINE,haute epine,Haute-Épine,2,49.5833
23869,60,ageux,LES AGEUX,les ageux,Ageux,2.6,49.3167
23870,60,mogneville-60,MOGNEVILLE,mogneville,Mognéville,2.46667,49.3167
23871,60,coudray-sur-thelle,LE COUDRAY-SUR-THELLE,le coudray sur thelle,Le Coudray-sur-Thelle,2.13333,49.3
23872,60,broquiers,BROQUIERS,broquiers,Broquiers,1.83333,49.6667
23873,60,autheuil-en-valois,AUTHEUIL-EN-VALOIS,autheuil en valois,Autheuil-en-Valois,3.06667,49.1667
23874,60,catheux,CATHEUX,catheux,Catheux,2.11667,49.65
23875,60,passel,PASSEL,passel,Passel,2.95,49.55
23876,60,wavignies,WAVIGNIES,wavignies,Wavignies,2.36667,49.55
23877,60,plainville-60,PLAINVILLE,plainville,Plainville,2.45,49.6
23878,60,angy,ANGY,angy,Angy,2.33333,49.35
23879,60,fretoy-le-chateau,FRETOY-LE-CHATEAU,fretoy le chateau,Frétoy-le-Château,2.98333,49.6667
23880,60,saint-maur-60,SAINT-MAUR,saint maur,Saint-Maur,1.91667,49.6
23881,60,omecourt,OMECOURT,omecourt,Omécourt,1.85,49.6167
23882,60,ressons-sur-matz,RESSONS-SUR-MATZ,ressons sur matz,Ressons-sur-Matz,2.75,49.55
23883,60,broyes-60,BROYES,broyes,Broyes,2.45,49.6333
23884,60,thieux-60,THIEUX,thieux,Thieux,2.31667,49.5333
23885,60,villers-sur-bonnieres,VILLERS-SUR-BONNIERES,villers sur bonnieres,Villers-sur-Bonnières,1.96667,49.5333
23886,60,leglantiers,LEGLANTIERS,leglantiers,Léglantiers,2.53333,49.5
23887,60,monts-60,MONTS,monts,Monts,2.01667,49.2167
23888,60,crouy-en-thelle,CROUY-EN-THELLE,crouy en thelle,Crouy-en-Thelle,2.31667,49.2167
23889,60,orvillers-sorel,ORVILLERS-SOREL,orvillers sorel,Orvillers-Sorel,2.7,49.5833
23890,60,margny-les-compiegne,MARGNY-LES-COMPIEGNE,margny les compiegne,Margny-lès-Compiègne,2.81667,49.4333
23891,60,thiescourt,THIESCOURT,thiescourt,Thiescourt,2.88333,49.5667
23892,60,tourly,TOURLY,tourly,Tourly,1.93333,49.2167
23893,60,larbroye,LARBROYE,larbroye,Larbroye,2.96472,49.5728
23894,60,bargny,BARGNY,bargny,Bargny,2.96667,49.1833
23895,60,breuil-le-sec,BREUIL-LE-SEC,breuil le sec,Breuil-le-Sec,2.45,49.3833
23896,60,bachivillers,BACHIVILLERS,bachivillers,Bachivillers,1.96667,49.2833
23897,60,ravenel,RAVENEL,ravenel,Ravenel,2.5,49.5167
23898,60,levignen,LEVIGNEN,levignen,Lévignen,2.91667,49.2
23899,60,saint-aubin-en-bray,SAINT-AUBIN-EN-BRAY,saint aubin en bray,Saint-Aubin-en-Bray,1.88333,49.4333
23900,60,bonneuil-en-valois,BONNEUIL-EN-VALOIS,bonneuil en valois,Bonneuil-en-Valois,3,49.2833
23901,60,beauvais,BEAUVAIS,beauvais,Beauvais,2.08333,49.4333
23902,60,lamorlaye,LAMORLAYE,lamorlaye,Lamorlaye,2.43333,49.15
23903,60,herchies,HERCHIES,herchies,Herchies,2.01667,49.5
23904,60,ansauvillers,ANSAUVILLERS,ansauvillers,Ansauvillers,2.4,49.5667
23905,60,plessier-sur-bulles,LE PLESSIER-SUR-BULLES,le plessier sur bulles,Le Plessier-sur-Bulles,2.31667,49.5
23906,60,liancourt,LIANCOURT,liancourt,Liancourt,2.46667,49.3333
23907,60,blancfosse,BLANCFOSSE,blancfosse,Blancfossé,2.2,49.65
23908,60,rantigny,RANTIGNY,rantigny,Rantigny,2.43333,49.3333
23909,60,ressons-l-abbaye,RESSONS-L'ABBAYE,ressons l abbaye,Ressons-l'Abbaye,2.08778,49.3023
23910,60,villers-saint-paul,VILLERS-SAINT-PAUL,villers saint paul,Villers-Saint-Paul,2.48333,49.2833
23911,60,bussy-60,BUSSY,bussy,Bussy,2.98333,49.6333
23912,60,maisoncelle-saint-pierre,MAISONCELLE-SAINT-PIERRE,maisoncelle saint pierre,Maisoncelle-Saint-Pierre,2.11667,49.5167
23913,60,hamel-60,LE HAMEL,le hamel,Le Hamel,1.99195,49.6473
23914,60,lachapelle-sous-gerberoy,LACHAPELLE-SOUS-GERBEROY,lachapelle sous gerberoy,Lachapelle-sous-Gerberoy,1.86667,49.5333
23915,60,hainvillers,HAINVILLERS,hainvillers,Hainvillers,2.68333,49.5917
23916,60,courcelles-les-gisors,COURCELLES-LES-GISORS,courcelles les gisors,Courcelles-lès-Gisors,1.74278,49.2609
23917,60,suzoy,SUZOY,suzoy,Suzoy,2.93333,49.5833
23918,60,vieux-moulin-60,VIEUX-MOULIN,vieux moulin,Vieux-Moulin,2.93333,49.3833
23919,60,sempigny,SEMPIGNY,sempigny,Sempigny,3,49.55
23920,60,pont-l-eveque-60,PONT-L'EVEQUE,pont l eveque,Pont-l'Évêque,2.98333,49.5667
23921,60,nivillers,NIVILLERS,nivillers,Nivillers,2.16667,49.4667
23922,60,chelles-60,CHELLES,chelles,Chelles,3.03333,49.35
23923,60,plainval,PLAINVAL,plainval,Plainval,2.45,49.5333
23924,60,fleurines,FLEURINES,fleurines,Fleurines,2.58333,49.25
23925,60,ricquebourg,RICQUEBOURG,ricquebourg,Ricquebourg,2.75,49.5667
23926,60,lagny-le-sec,LAGNY-LE-SEC,lagny le sec,Lagny-le-Sec,2.75,49.0833
23927,60,belloy,BELLOY,belloy,Belloy,2.65,49.5333
23928,60,roy-boissy,ROY-BOISSY,roy boissy,Roy-Boissy,1.91667,49.5833
23929,60,villers-sur-coudun,VILLERS-SUR-COUDUN,villers sur coudun,Villers-sur-Coudun,2.8,49.4833
23930,60,montmartin,MONTMARTIN,montmartin,Montmartin,2.7,49.4667
23931,60,saint-pierre-les-bitry,SAINT-PIERRE-LES-BITRY,saint pierre les bitry,Saint-Pierre-lès-Bitry,3.08333,49.4333
23932,60,sarcus,SARCUS,sarcus,Sarcus,1.86667,49.6833
23933,60,baboeuf,BABOEUF,baboeuf,Babœuf,3.08333,49.5833
23934,60,bacouel,BACOUEL,bacouel,Bacouël,2.38333,49.6167
23935,60,nourard-le-franc,NOURARD-LE-FRANC,nourard le franc,Nourard-le-Franc,2.36667,49.5
23936,60,breteuil-60,BRETEUIL,breteuil,Breteuil,2.3,49.6333
23937,60,litz,LITZ,litz,Litz,2.33333,49.4333
23938,60,estrees-saint-denis,ESTREES-SAINT-DENIS,estrees saint denis,Estrées-Saint-Denis,2.65,49.4333
23939,60,thury-sous-clermont,THURY-SOUS-CLERMONT,thury sous clermont,Thury-sous-Clermont,2.33333,49.3667
23940,60,tartigny,TARTIGNY,tartigny,Tartigny,2.35,49.6333
23941,60,avrigny,AVRIGNY,avrigny,Avrigny,2.58333,49.3833
23942,60,serans-60,SERANS,serans,Serans,1.83333,49.1833
23943,60,menevillers,MENEVILLERS,menevillers,Ménévillers,2.6,49.5167
23944,60,troussencourt,TROUSSENCOURT,troussencourt,Troussencourt,2.25,49.6
23945,60,grandfresnoy,GRANDFRESNOY,grandfresnoy,Grandfresnoy,2.65,49.3667
23946,60,neufchelles,NEUFCHELLES,neufchelles,Neufchelles,3.06667,49.1167
23947,60,vauciennes-60,VAUCIENNES,vauciennes,Vauciennes,3.03333,49.2333
23948,60,mesnil-en-thelle,LE MESNIL-EN-THELLE,le mesnil en thelle,Le Mesnil-en-Thelle,2.28333,49.1833
23949,60,francieres-60,FRANCIERES,francieres,Francières,2.68333,49.45
23950,60,flechy,FLECHY,flechy,Fléchy,2.23333,49.65
23951,60,erquery,ERQUERY,erquery,Erquery,2.45,49.4167
23952,60,catillon-fumechon,CATILLON-FUMECHON,catillon fumechon,Catillon-Fumechon,2.37,49.5173
23953,60,domeliers,DOMELIERS,domeliers,Doméliers,2.16667,49.6333
23954,60,brasseuse,BRASSEUSE,brasseuse,Brasseuse,2.68333,49.2667
23955,60,canny-sur-matz,CANNY-SUR-MATZ,canny sur matz,Canny-sur-Matz,2.8,49.6
23956,60,villotran,VILLOTRAN,villotran,Villotran,2.01667,49.35
23957,60,maucourt-60,MAUCOURT,maucourt,Maucourt,3.07417,49.6364
23958,60,troissereux,TROISSEREUX,troissereux,Troissereux,2.05,49.4833
23959,60,amy,AMY,amy,Amy,2.83333,49.65
23960,60,coudun,COUDUN,coudun,Coudun,2.81667,49.4667
23961,60,brenouille,BRENOUILLE,brenouille,Brenouille,2.55,49.3
23962,60,essuiles,ESSUILES,essuiles,Essuiles,2.29361,49.4787
23963,60,royaucourt,ROYAUCOURT,royaucourt,Royaucourt,2.53333,49.6
23964,60,rainvillers,RAINVILLERS,rainvillers,Rainvillers,2,49.4167
23965,60,bethisy-saint-martin,BETHISY-SAINT-MARTIN,bethisy saint martin,Béthisy-Saint-Martin,2.81667,49.3
23966,60,crapeaumesnil,CRAPEAUMESNIL,crapeaumesnil,Crapeaumesnil,2.8,49.6333
23967,60,trie-chateau,TRIE-CHATEAU,trie chateau,Trie-Château,1.83333,49.2833
23968,60,rivecourt,RIVECOURT,rivecourt,Rivecourt,2.73333,49.35
